split,index,target
train,165,-0.6666666865348816
train,166,-1.0
train,167,-1.3333333730697632
train,168,1.6666666269302368
train,169,2.3333332538604736
train,170,-1.0
train,171,-1.3333333730697632
train,172,-1.0
train,173,-2.0
train,174,0.0
train,175,0.0
train,176,-0.3333333432674408
train,177,0.0
train,178,0.0
train,179,0.0
train,180,-1.6666666269302368
train,181,-2.0
train,182,-2.0
train,183,0.0
train,184,2.3333332538604736
train,185,1.6666666269302368
train,186,0.3333333432674408
train,187,-1.3333333730697632
train,188,-3.0
train,189,-2.0
train,190,0.0
train,191,-1.3333333730697632
train,192,0.0
train,193,0.3333333432674408
train,194,-0.6666666865348816
train,195,0.0
train,196,-0.6666666865348816
train,197,-0.6666666865348816
train,198,2.0
train,199,1.3333333730697632
train,200,-1.6666666269302368
train,201,-1.3333333730697632
train,202,-2.6666667461395264
train,203,-0.6666666865348816
train,204,-2.6666667461395264
train,205,-1.6666666269302368
train,206,2.0
train,207,0.3333333432674408
train,208,0.0
train,209,0.0
train,210,0.0
train,211,0.3333333432674408
train,212,-2.3333332538604736
train,213,-3.0
train,214,-1.3333333730697632
train,215,0.0
train,216,0.6666666865348816
train,217,0.0
train,218,0.0
train,219,0.3333333432674408
train,220,1.0
train,221,-0.3333333432674408
train,222,0.0
train,223,0.0
train,224,-0.3333333432674408
train,225,-0.6666666865348816
train,226,-0.6666666865348816
train,227,1.3333333730697632
train,228,0.0
train,229,2.0
train,230,1.3333333730697632
train,231,-2.0
train,232,-2.0
train,233,0.0
train,234,0.0
train,235,0.0
train,236,0.0
train,237,0.0
train,238,1.3333333730697632
train,239,0.0
train,240,0.0
train,241,0.0
train,242,0.0
train,243,-2.0
train,244,1.0
train,245,-0.6666666865348816
train,246,-0.6666666865348816
train,247,-2.6666667461395264
train,248,-2.6666667461395264
train,249,1.0
train,250,-2.0
train,251,-1.3333333730697632
train,252,-2.3333332538604736
train,253,-1.6666666269302368
train,254,-2.0
train,255,0.0
train,256,-1.6666666269302368
train,257,3.0
train,258,1.0
train,259,0.0
train,260,0.0
train,261,0.6666666865348816
train,262,0.6666666865348816
train,263,0.6666666865348816
train,264,2.0
train,265,0.6666666865348816
train,266,0.3333333432674408
train,267,2.0
train,268,0.6666666865348816
train,269,-1.0
train,270,0.3333333432674408
train,271,0.0
train,272,1.3333333730697632
train,273,0.3333333432674408
train,274,1.6666666269302368
train,275,1.0
train,276,-0.3333333432674408
train,277,1.3333333730697632
train,278,0.0
train,279,0.0
train,280,0.0
train,281,0.6666666865348816
train,282,1.3333333730697632
train,283,0.6666666865348816
train,284,-0.6666666865348816
train,285,0.6666666865348816
train,286,0.3333333432674408
train,287,0.6666666865348816
train,288,0.3333333432674408
train,289,-0.3333333432674408
train,290,1.3333333730697632
train,291,0.3333333432674408
train,292,0.0
train,293,0.0
train,294,1.3333333730697632
train,295,0.6666666865348816
train,296,0.3333333432674408
train,297,0.3333333432674408
train,298,0.3333333432674408
train,299,0.6666666865348816
train,300,2.3333332538604736
train,301,0.6666666865348816
train,302,0.6666666865348816
train,303,-1.3333333730697632
train,304,0.0
train,305,-1.6666666269302368
train,306,-1.3333333730697632
train,307,-1.6666666269302368
train,308,-1.6666666269302368
train,309,0.0
train,310,1.0
train,311,-2.0
train,312,0.0
train,313,-0.6666666865348816
train,314,-1.3333333730697632
train,315,-0.3333333432674408
train,316,-1.0
train,317,-1.3333333730697632
train,318,2.3333332538604736
train,319,-0.6666666865348816
train,320,1.3333333730697632
train,321,-1.3333333730697632
train,322,0.0
train,323,-1.6666666269302368
train,324,-1.0
train,325,-2.3333332538604736
train,326,-1.3333333730697632
train,327,1.6666666269302368
train,328,1.6666666269302368
train,329,2.0
train,330,0.3333333432674408
train,331,1.0
train,332,1.6666666269302368
train,333,0.0
train,334,0.0
train,335,2.0
train,336,1.0
train,337,-2.3333332538604736
train,338,-1.0
train,339,0.3333333432674408
train,340,-2.3333332538604736
train,341,0.0
train,342,0.0
train,343,-1.3333333730697632
train,344,0.3333333432674408
train,345,0.3333333432674408
train,346,1.6666666269302368
train,347,0.0
train,348,0.0
train,349,0.0
train,350,1.0
train,351,0.0
train,352,0.0
train,353,1.0
train,354,2.6666667461395264
train,355,2.0
train,356,2.0
train,357,-2.0
train,358,-2.6666667461395264
train,359,-0.3333333432674408
train,360,0.0
train,361,-2.6666667461395264
train,362,0.0
train,363,-1.6666666269302368
train,364,1.6666666269302368
train,365,2.0
train,366,0.0
train,367,-1.6666666269302368
train,368,-0.3333333432674408
train,369,1.6666666269302368
train,370,-2.3333332538604736
train,371,0.6666666865348816
train,372,-1.0
train,373,-1.3333333730697632
train,374,0.0
train,375,0.3333333432674408
train,376,2.0
train,377,0.0
train,378,-0.6666666865348816
train,379,-0.3333333432674408
train,380,-1.0
train,381,-0.3333333432674408
train,382,-1.0
train,383,-2.0
train,384,-1.6666666269302368
train,385,0.3333333432674408
train,386,0.0
train,387,0.0
train,388,0.0
train,389,1.0
train,390,0.0
train,391,-0.3333333432674408
train,392,-2.6666667461395264
train,393,-2.3333332538604736
train,394,0.0
train,395,-1.0
train,396,-2.3333332538604736
train,397,0.0
train,398,-0.3333333432674408
train,399,0.0
train,400,-3.0
train,401,-2.0
train,402,-0.3333333432674408
train,403,0.0
train,404,-1.3333333730697632
train,405,0.3333333432674408
train,406,0.0
train,407,0.0
train,408,1.6666666269302368
train,409,-1.6666666269302368
train,410,-2.0
train,411,-1.6666666269302368
train,412,0.0
train,413,-1.0
train,414,0.6666666865348816
train,415,0.0
train,416,0.3333333432674408
train,417,0.3333333432674408
train,418,-1.6666666269302368
train,419,2.0
train,420,-0.6666666865348816
train,421,-2.0
train,422,-2.6666667461395264
train,423,2.3333332538604736
train,424,0.0
train,425,0.0
train,426,-0.6666666865348816
train,427,-1.0
train,428,0.0
train,429,0.0
train,430,0.0
train,431,0.0
train,432,2.6666667461395264
train,433,-2.6666667461395264
train,434,-2.0
train,435,0.0
train,436,0.0
train,437,0.0
train,438,1.3333333730697632
train,439,0.0
train,440,0.3333333432674408
train,441,1.3333333730697632
train,442,0.0
train,443,1.3333333730697632
train,444,-2.6666667461395264
train,445,1.0
train,446,-1.6666666269302368
train,447,0.0
train,448,0.0
train,449,0.3333333432674408
train,450,0.0
train,451,-1.3333333730697632
train,452,-1.0
train,453,-2.0
train,454,-0.6666666865348816
train,455,1.6666666269302368
train,456,-0.3333333432674408
train,457,-1.6666666269302368
train,458,-2.0
train,459,0.6666666865348816
train,460,1.6666666269302368
train,461,-1.3333333730697632
train,462,0.0
train,463,-0.6666666865348816
train,464,2.6666667461395264
train,465,0.3333333432674408
train,466,0.0
train,467,0.6666666865348816
train,468,0.0
train,469,-1.0
train,470,0.0
train,471,0.3333333432674408
train,472,-0.3333333432674408
train,473,0.6666666865348816
train,474,0.0
train,475,0.3333333432674408
train,476,2.0
train,477,-0.3333333432674408
train,478,-2.6666667461395264
train,479,-0.6666666865348816
train,480,0.0
train,481,-2.3333332538604736
train,482,0.0
train,483,-0.3333333432674408
train,484,-0.6666666865348816
train,485,0.0
train,486,-0.3333333432674408
train,487,-2.0
train,488,0.0
train,489,-2.3333332538604736
train,490,0.3333333432674408
train,491,-0.6666666865348816
train,492,-2.3333332538604736
train,493,-1.0
train,494,0.0
train,495,-2.0
train,496,0.6666666865348816
train,497,2.0
train,498,2.3333332538604736
train,499,0.0
train,500,1.3333333730697632
train,501,0.0
train,502,0.3333333432674408
train,503,0.0
train,504,-1.6666666269302368
train,505,-2.0
train,506,-2.6666667461395264
train,507,0.6666666865348816
train,508,0.0
train,509,0.0
train,510,0.0
train,511,0.0
train,512,0.3333333432674408
train,513,-1.0
train,514,-2.6666667461395264
train,515,-2.6666667461395264
train,516,-1.6666666269302368
train,517,-2.0
train,518,-0.6666666865348816
train,519,-2.3333332538604736
train,520,-1.3333333730697632
train,521,-1.3333333730697632
train,522,-1.6666666269302368
train,523,-2.6666667461395264
train,524,-2.6666667461395264
train,525,-3.0
train,526,-1.6666666269302368
train,527,-1.3333333730697632
train,528,-2.0
train,529,1.3333333730697632
train,530,2.0
train,531,0.6666666865348816
train,532,2.6666667461395264
train,533,1.6666666269302368
train,534,0.0
train,535,-0.6666666865348816
train,536,2.3333332538604736
train,537,0.0
train,538,-1.0
train,539,-1.6666666269302368
train,540,0.0
train,541,-0.3333333432674408
train,542,-2.0
train,543,-0.6666666865348816
train,544,-2.0
train,545,0.3333333432674408
train,546,-2.6666667461395264
train,547,-2.3333332538604736
train,548,-2.6666667461395264
train,549,-1.6666666269302368
train,550,-2.0
train,551,-0.6666666865348816
train,552,0.3333333432674408
train,553,-1.0
train,554,0.6666666865348816
train,555,0.0
train,556,0.3333333432674408
train,557,-0.3333333432674408
train,558,1.0
train,559,-0.6666666865348816
train,560,-1.0
train,561,0.0
train,562,2.3333332538604736
train,563,0.6666666865348816
train,564,1.6666666269302368
train,565,2.3333332538604736
train,566,0.0
train,567,3.0
train,568,-1.6666666269302368
train,569,-1.6666666269302368
train,570,-2.0
train,571,0.0
train,572,1.0
train,573,1.0
train,574,1.0
train,575,0.0
train,576,0.0
train,577,-0.3333333432674408
train,578,0.0
train,579,2.6666667461395264
train,580,0.6666666865348816
train,581,-1.6666666269302368
train,582,0.0
train,583,0.0
train,584,-1.6666666269302368
train,585,-0.6666666865348816
train,586,-2.3333332538604736
train,587,0.3333333432674408
train,588,-0.6666666865348816
train,589,-1.6666666269302368
train,590,-0.3333333432674408
train,591,-1.6666666269302368
train,592,-1.0
train,593,-0.6666666865348816
train,594,0.0
train,595,0.3333333432674408
train,596,0.0
train,597,0.6666666865348816
train,598,-0.3333333432674408
train,599,-0.3333333432674408
train,600,-2.3333332538604736
train,601,0.0
train,602,-1.6666666269302368
train,603,-2.0
train,604,-0.3333333432674408
train,605,-0.3333333432674408
train,606,-1.6666666269302368
train,607,0.0
train,608,0.0
train,609,0.0
train,610,-1.3333333730697632
train,611,-0.6666666865348816
train,612,-1.3333333730697632
train,613,0.0
train,614,-2.3333332538604736
train,615,-1.0
train,616,0.0
train,617,0.0
train,618,-1.6666666269302368
train,619,0.0
train,620,0.6666666865348816
train,621,-2.0
train,622,0.3333333432674408
train,623,-0.6666666865348816
train,624,1.6666666269302368
train,625,0.6666666865348816
train,626,-0.3333333432674408
train,627,-1.0
train,628,-0.6666666865348816
train,629,-0.6666666865348816
train,630,0.3333333432674408
train,631,-1.0
train,632,0.0
train,633,0.0
train,634,2.3333332538604736
train,635,-1.0
train,636,-1.3333333730697632
train,637,-0.6666666865348816
train,638,-2.3333332538604736
train,639,-1.3333333730697632
train,640,-1.3333333730697632
train,641,-1.3333333730697632
train,642,0.3333333432674408
train,643,-1.3333333730697632
train,644,0.3333333432674408
train,645,-1.3333333730697632
train,646,-1.6666666269302368
train,647,-0.6666666865348816
train,648,0.0
train,649,0.0
train,650,0.0
train,651,-1.6666666269302368
train,652,-0.3333333432674408
train,653,0.3333333432674408
train,654,1.6666666269302368
train,655,0.0
train,656,0.6666666865348816
train,657,1.3333333730697632
train,658,0.3333333432674408
train,659,-0.6666666865348816
train,660,0.0
train,661,-0.6666666865348816
train,662,0.0
train,663,-0.3333333432674408
train,664,-1.3333333730697632
train,665,-0.3333333432674408
train,666,0.0
train,667,-2.0
train,668,-0.3333333432674408
train,669,-2.0
train,670,-2.3333332538604736
train,671,-1.3333333730697632
train,672,-1.3333333730697632
train,673,-2.0
train,674,-0.6666666865348816
train,675,-0.3333333432674408
train,676,-1.0
train,677,-2.0
train,678,0.0
train,679,0.0
train,680,0.0
train,681,0.0
train,682,-2.3333332538604736
train,683,-2.6666667461395264
train,684,-2.3333332538604736
train,685,0.0
train,686,-2.6666667461395264
train,687,-2.0
train,688,-1.6666666269302368
train,689,-2.0
train,690,-2.0
train,691,-2.0
train,692,0.0
train,693,0.3333333432674408
train,694,-1.3333333730697632
train,695,-2.3333332538604736
train,696,-2.6666667461395264
train,697,0.0
train,698,-0.6666666865348816
train,699,0.0
train,700,-1.0
train,701,-1.0
train,702,-3.0
train,703,-1.0
train,704,-1.0
train,705,0.0
train,706,-0.6666666865348816
train,707,-2.3333332538604736
train,708,-3.0
train,709,-1.0
train,710,0.3333333432674408
train,711,0.0
train,712,0.0
train,713,0.0
train,714,-3.0
train,715,-1.3333333730697632
train,716,-2.3333332538604736
train,717,-1.6666666269302368
train,718,-0.6666666865348816
train,719,-3.0
train,720,-0.6666666865348816
train,721,0.3333333432674408
train,722,-2.6666667461395264
train,723,-1.6666666269302368
train,724,-1.6666666269302368
train,725,-0.6666666865348816
train,726,0.0
train,727,-3.0
train,728,-0.3333333432674408
train,729,0.3333333432674408
train,730,-0.6666666865348816
train,731,-2.0
train,732,-2.0
train,733,0.6666666865348816
train,734,0.0
train,735,-0.3333333432674408
train,736,-0.3333333432674408
train,737,0.0
train,738,2.3333332538604736
train,739,1.3333333730697632
train,740,-1.0
train,741,-0.6666666865348816
train,742,-2.3333332538604736
train,743,-2.0
train,744,2.0
train,745,-2.6666667461395264
train,746,0.3333333432674408
train,747,0.0
train,748,0.0
train,749,-0.3333333432674408
train,750,0.0
train,751,-1.0
train,752,-2.0
train,753,-1.6666666269302368
train,754,-1.6666666269302368
train,755,-2.0
train,756,-1.6666666269302368
train,757,-2.0
train,758,0.6666666865348816
train,759,0.3333333432674408
train,760,-0.6666666865348816
train,761,0.0
train,762,-1.6666666269302368
train,763,-2.3333332538604736
train,764,0.0
train,765,-1.0
train,766,0.0
train,767,-0.3333333432674408
train,768,-0.3333333432674408
train,769,-2.0
train,770,-2.6666667461395264
train,771,-2.0
train,772,-2.0
train,773,-1.6666666269302368
train,774,-1.6666666269302368
train,775,-2.6666667461395264
train,776,-3.0
train,777,-1.6666666269302368
train,778,-2.0
train,779,1.0
train,780,-2.0
train,781,-2.6666667461395264
train,782,-0.6666666865348816
train,783,-1.0
train,784,-0.6666666865348816
train,785,-0.3333333432674408
train,786,-1.6666666269302368
train,787,-3.0
train,788,-2.0
train,789,0.0
train,790,0.0
train,791,-2.0
train,792,-0.3333333432674408
train,793,-0.3333333432674408
train,794,-1.3333333730697632
train,795,0.0
train,796,0.3333333432674408
train,797,0.3333333432674408
train,798,-2.6666667461395264
train,799,-2.6666667461395264
train,800,-2.0
train,801,0.0
train,802,-2.0
train,803,-3.0
train,804,-2.3333332538604736
train,805,-2.6666667461395264
train,806,0.3333333432674408
train,807,-0.3333333432674408
train,808,-0.6666666865348816
train,809,-0.3333333432674408
train,810,-2.0
train,811,-1.6666666269302368
train,812,-1.0
train,813,0.3333333432674408
train,814,0.0
train,815,-2.0
train,816,-2.0
train,817,2.6666667461395264
train,818,1.6666666269302368
train,819,-0.6666666865348816
train,820,0.6666666865348816
train,821,0.0
train,822,0.0
train,823,0.0
train,824,0.0
train,825,-0.3333333432674408
train,826,0.0
train,827,-1.6666666269302368
train,828,-0.6666666865348816
train,829,0.6666666865348816
train,830,0.0
train,831,-2.3333332538604736
train,832,-1.3333333730697632
train,833,-2.0
train,834,-1.3333333730697632
train,835,-2.3333332538604736
train,836,-3.0
train,837,0.3333333432674408
train,838,-0.6666666865348816
train,839,0.0
train,840,0.3333333432674408
train,841,-1.3333333730697632
train,842,0.6666666865348816
train,843,1.6666666269302368
train,844,-1.0
train,845,-1.6666666269302368
train,846,0.3333333432674408
train,847,-1.6666666269302368
train,848,0.0
train,849,-1.6666666269302368
train,850,0.0
train,851,-0.3333333432674408
train,852,-1.3333333730697632
train,853,0.0
train,854,-1.0
train,855,0.0
train,856,-1.3333333730697632
train,857,-1.6666666269302368
train,858,-2.3333332538604736
train,859,-1.6666666269302368
train,860,-1.3333333730697632
train,861,-1.0
train,862,0.0
train,863,-1.6666666269302368
train,864,-0.3333333432674408
train,865,-1.6666666269302368
train,866,0.3333333432674408
train,867,0.3333333432674408
train,868,-0.3333333432674408
train,869,-1.3333333730697632
train,870,-0.3333333432674408
train,871,-2.3333332538604736
train,872,-2.3333332538604736
train,873,-0.3333333432674408
train,874,0.0
train,875,-0.6666666865348816
train,876,0.3333333432674408
train,877,0.3333333432674408
train,878,0.0
train,879,-0.3333333432674408
train,880,-1.3333333730697632
train,881,-1.6666666269302368
train,882,0.0
train,883,-2.6666667461395264
train,884,1.0
train,885,1.3333333730697632
train,886,-0.3333333432674408
train,887,0.3333333432674408
train,888,0.0
train,889,0.3333333432674408
train,890,-0.3333333432674408
train,891,-1.3333333730697632
train,892,2.3333332538604736
train,893,0.6666666865348816
train,894,-0.3333333432674408
train,895,2.6666667461395264
train,896,2.0
train,897,0.3333333432674408
train,898,0.6666666865348816
train,899,2.0
train,900,1.0
train,901,0.6666666865348816
train,902,-1.6666666269302368
train,903,1.3333333730697632
train,904,0.6666666865348816
train,905,2.0
train,906,2.3333332538604736
train,907,-1.0
train,908,-1.3333333730697632
train,909,-1.0
train,910,0.0
train,911,0.6666666865348816
train,912,0.0
train,913,0.0
train,914,0.6666666865348816
train,915,0.0
train,916,0.0
train,917,0.0
train,918,1.3333333730697632
train,919,0.6666666865348816
train,920,1.3333333730697632
train,921,0.3333333432674408
train,922,0.0
train,923,0.3333333432674408
train,924,2.0
train,925,2.3333332538604736
train,926,1.3333333730697632
train,927,1.6666666269302368
train,928,0.3333333432674408
train,929,-0.3333333432674408
train,930,-2.0
train,931,-0.6666666865348816
train,932,1.3333333730697632
train,933,2.0
train,934,0.0
train,935,0.0
train,936,-0.6666666865348816
train,937,0.6666666865348816
train,938,1.6666666269302368
train,939,0.0
train,940,0.3333333432674408
train,941,2.6666667461395264
train,942,0.3333333432674408
train,943,-1.0
train,944,0.3333333432674408
train,945,-2.3333332538604736
train,946,1.3333333730697632
train,947,0.0
train,948,1.3333333730697632
train,949,-1.0
train,950,0.0
train,951,0.3333333432674408
train,952,1.6666666269302368
train,953,0.6666666865348816
train,954,0.0
train,955,0.6666666865348816
train,956,0.0
train,957,2.0
train,958,0.0
train,959,2.3333332538604736
train,960,0.0
train,961,0.0
train,962,0.0
train,963,0.0
train,964,1.6666666269302368
train,965,2.6666667461395264
train,966,3.0
train,967,2.3333332538604736
train,968,0.0
train,969,0.0
train,970,1.6666666269302368
train,971,0.0
train,972,-1.3333333730697632
train,973,0.3333333432674408
train,974,0.3333333432674408
train,975,-2.0
train,976,-1.6666666269302368
train,977,-2.0
train,978,-1.6666666269302368
train,979,-2.6666667461395264
train,980,-3.0
train,981,-1.0
train,982,-1.3333333730697632
train,983,0.0
train,984,-2.0
train,985,0.0
train,986,1.0
train,987,0.6666666865348816
train,988,2.0
train,989,-0.3333333432674408
train,990,1.3333333730697632
train,991,0.3333333432674408
train,992,2.3333332538604736
train,993,0.0
train,994,0.6666666865348816
train,995,-0.3333333432674408
train,996,0.0
train,997,-1.6666666269302368
train,998,0.0
train,999,0.6666666865348816
train,1000,0.3333333432674408
train,1001,0.3333333432674408
train,1002,0.6666666865348816
train,1003,1.0
train,1004,0.0
train,1005,0.3333333432674408
train,1006,0.3333333432674408
train,1007,-0.3333333432674408
train,1008,-0.6666666865348816
train,1009,1.6666666269302368
train,1010,0.3333333432674408
train,1011,-0.3333333432674408
train,1012,0.6666666865348816
train,1013,1.3333333730697632
train,1014,0.3333333432674408
train,1015,2.0
train,1016,0.3333333432674408
train,1017,-1.0
train,1018,0.3333333432674408
train,1019,0.0
train,1020,0.0
train,1021,-1.0
train,1022,0.6666666865348816
train,1023,-0.3333333432674408
train,1024,-1.3333333730697632
train,1025,-0.6666666865348816
train,1026,0.0
train,1027,0.0
train,1028,-1.0
train,1029,1.0
train,1030,1.3333333730697632
train,1031,2.0
train,1032,2.0
train,1033,-0.6666666865348816
train,1034,-2.6666667461395264
train,1035,-0.3333333432674408
train,1036,-0.6666666865348816
train,1037,1.6666666269302368
train,1038,0.3333333432674408
train,1039,0.0
train,1040,-1.3333333730697632
train,1041,0.3333333432674408
train,1042,-1.3333333730697632
train,1043,-1.6666666269302368
train,1044,1.0
train,1045,0.3333333432674408
train,1046,-1.6666666269302368
train,1047,-1.0
train,1048,-0.3333333432674408
train,1049,0.0
train,1050,0.3333333432674408
train,1051,0.3333333432674408
train,1052,1.3333333730697632
train,1053,0.0
train,1054,-1.3333333730697632
train,1055,0.0
train,1056,-1.0
train,1057,-2.3333332538604736
train,1058,-1.3333333730697632
train,1059,-1.0
train,1060,0.0
train,1061,-1.3333333730697632
train,1062,0.6666666865348816
train,1063,-2.6666667461395264
train,1064,-2.0
train,1065,0.0
train,1066,0.0
train,1067,-1.3333333730697632
train,1068,-1.3333333730697632
train,1069,0.0
train,1070,-1.6666666269302368
train,1071,0.0
train,1072,1.6666666269302368
train,1073,0.0
train,1074,0.0
train,1075,-0.6666666865348816
train,1076,0.0
train,1077,-2.0
train,1078,-1.6666666269302368
train,1079,1.0
train,1080,-0.3333333432674408
train,1081,0.3333333432674408
train,1082,1.6666666269302368
train,1083,-0.3333333432674408
train,1084,1.6666666269302368
train,1085,0.3333333432674408
train,1086,0.3333333432674408
train,1087,0.6666666865348816
train,1088,0.0
train,1089,0.3333333432674408
train,1090,0.3333333432674408
train,1091,2.0
train,1092,0.6666666865348816
train,1093,0.0
train,1094,0.6666666865348816
train,1095,0.6666666865348816
train,1096,-0.3333333432674408
train,1097,1.3333333730697632
train,1098,0.0
train,1099,0.0
train,1100,1.6666666269302368
train,1101,-1.3333333730697632
train,1102,0.3333333432674408
train,1103,0.0
train,1104,1.6666666269302368
train,1105,1.0
train,1106,0.3333333432674408
train,1107,0.6666666865348816
train,1108,1.0
train,1109,-1.0
train,1110,0.6666666865348816
train,1111,0.0
train,1112,1.6666666269302368
train,1113,0.0
train,1114,0.6666666865348816
train,1115,0.6666666865348816
train,1116,0.6666666865348816
train,1117,-0.3333333432674408
train,1118,0.6666666865348816
train,1119,1.6666666269302368
train,1120,0.0
train,1121,0.3333333432674408
train,1122,1.6666666269302368
train,1123,0.3333333432674408
train,1124,1.0
train,1125,-1.3333333730697632
train,1126,-1.0
train,1127,0.3333333432674408
train,1128,0.3333333432674408
train,1129,0.0
train,1130,-0.6666666865348816
train,1131,0.0
train,1132,2.0
train,1133,0.6666666865348816
train,1134,0.0
train,1135,1.6666666269302368
train,1136,1.0
train,1137,0.0
train,1138,0.3333333432674408
train,1139,0.0
train,1140,0.0
train,1141,-2.0
train,1142,-1.0
train,1143,0.0
train,1144,0.6666666865348816
train,1145,-2.0
train,1146,-3.0
train,1147,-0.6666666865348816
train,1148,-2.6666667461395264
train,1149,0.0
train,1150,0.0
train,1151,2.3333332538604736
train,1152,0.3333333432674408
train,1153,0.0
train,1154,0.6666666865348816
train,1155,0.3333333432674408
train,1156,0.3333333432674408
train,1157,0.6666666865348816
train,1158,1.3333333730697632
train,1159,1.6666666269302368
train,1160,0.6666666865348816
train,1161,0.3333333432674408
train,1162,0.0
train,1163,-0.6666666865348816
train,1164,0.0
train,1165,0.0
train,1166,0.6666666865348816
train,1167,0.0
train,1168,0.3333333432674408
train,1169,0.0
train,1170,-0.3333333432674408
train,1171,0.0
train,1172,0.0
train,1173,0.3333333432674408
train,1174,-0.3333333432674408
train,1175,0.3333333432674408
train,1176,2.3333332538604736
train,1177,0.6666666865348816
train,1178,-0.6666666865348816
train,1179,-0.3333333432674408
train,1180,0.0
train,1181,-0.6666666865348816
train,1182,0.6666666865348816
train,1183,-1.6666666269302368
train,1184,-1.3333333730697632
train,1185,-0.6666666865348816
train,1186,-1.0
train,1187,-1.6666666269302368
train,1188,0.6666666865348816
train,1189,0.6666666865348816
train,1190,0.3333333432674408
train,1191,0.0
train,1192,0.0
train,1193,1.6666666269302368
train,1194,1.3333333730697632
train,1195,0.6666666865348816
train,1196,1.6666666269302368
train,1197,0.3333333432674408
train,1198,1.0
train,1199,0.0
train,1200,0.3333333432674408
train,1201,1.0
train,1202,0.3333333432674408
train,1203,1.0
train,1204,0.0
train,1205,0.0
train,1206,0.3333333432674408
train,1207,-0.3333333432674408
train,1208,-0.3333333432674408
train,1209,1.6666666269302368
train,1210,2.0
train,1211,1.3333333730697632
train,1212,2.0
train,1213,0.0
train,1214,0.3333333432674408
train,1215,0.0
train,1216,0.0
train,1217,1.0
