sample_id,true_class,prediction,confidence,true_class_probability,correct
223431$_$13,0,0,0.5459135174751282,0.5459135174751282,True
223431$_$0,2,2,0.5010761618614197,0.5010761618614197,True
223431$_$5,1,1,0.5051319003105164,0.5051319003105164,True
225770$_$3,0,1,0.3903580904006958,0.2719387710094452,False
225770$_$5,0,1,0.7294309735298157,0.10923221707344055,False
225770$_$4,1,1,0.6071690917015076,0.6071690917015076,True
225770$_$6,1,1,0.49467775225639343,0.49467775225639343,True
236021$_$12,2,2,0.4679514467716217,0.4679514467716217,True
236021$_$1,2,1,0.4343019425868988,0.3859182894229889,False
236021$_$3,1,0,0.7501402497291565,0.10712870210409164,False
236021$_$2,1,2,0.5209371447563171,0.1978309005498886,False
236021$_$5,0,0,0.7208690643310547,0.7208690643310547,True
236021$_$4,2,2,0.5459880232810974,0.5459880232810974,True
237009$_$11,0,0,0.5823073387145996,0.5823073387145996,True
237009$_$12,0,0,0.9054797291755676,0.9054797291755676,True
237009$_$4,2,2,0.5188727378845215,0.5188727378845215,True
237009$_$7,0,0,0.8707554936408997,0.8707554936408997,True
237009$_$9,1,0,0.7831174731254578,0.16424787044525146,False
241629$_$10,0,0,0.7751366496086121,0.7751366496086121,True
241629$_$0,2,2,0.7180704474449158,0.7180704474449158,True
241629$_$3,2,0,0.6827818751335144,0.11953356862068176,False
241629$_$5,0,2,0.38944220542907715,0.35024920105934143,False
241629$_$8,0,0,0.898860514163971,0.898860514163971,True
243646$_$11,0,0,0.8854679465293884,0.8854679465293884,True
243646$_$12,0,0,0.8344602584838867,0.8344602584838867,True
243646$_$9,1,1,0.7676703333854675,0.7676703333854675,True
243646$_$8,1,0,0.44883617758750916,0.44249463081359863,False
247318$_$12,0,0,0.9131665825843811,0.9131665825843811,True
247318$_$1,1,1,0.5026804208755493,0.5026804208755493,True
247318$_$3,0,1,0.5850667357444763,0.35405540466308594,False
247318$_$2,0,1,0.4122144281864166,0.3777601718902588,False
247318$_$5,0,0,0.7999179363250732,0.7999179363250732,True
247318$_$7,0,0,0.9228410720825195,0.9228410720825195,True
247318$_$6,0,1,0.5095326900482178,0.24169476330280304,False
252998$_$1,1,1,0.4848480224609375,0.4848480224609375,True
252998$_$0,1,1,0.44082990288734436,0.44082990288734436,True
252998$_$5,0,0,0.8057146072387695,0.8057146072387695,True
252998$_$4,0,0,0.6797787547111511,0.6797787547111511,True
252998$_$7,2,0,0.6543174386024475,0.14620299637317657,False
252998$_$8,0,1,0.629966676235199,0.12381189316511154,False
257247$_$10,0,0,0.765963077545166,0.765963077545166,True
257247$_$12,0,0,0.8776219487190247,0.8776219487190247,True
257247$_$2,1,1,0.5464993119239807,0.5464993119239807,True
258654$_$1,0,0,0.7275474071502686,0.7275474071502686,True
258654$_$3,0,0,0.775965690612793,0.775965690612793,True
258654$_$4,1,2,0.651245653629303,0.2999063730239868,False
266791$_$24,0,0,0.7624132633209229,0.7624132633209229,True
266791$_$20,2,0,0.4120897948741913,0.17653250694274902,False
266791$_$21,0,0,0.8652850985527039,0.8652850985527039,True
266791$_$23,0,0,0.40882909297943115,0.40882909297943115,True
266791$_$29,0,1,0.6008488535881042,0.1621524840593338,False
266791$_$3,2,0,0.5778934955596924,0.18751494586467743,False
266791$_$5,0,0,0.6840866208076477,0.6840866208076477,True
266791$_$4,0,0,0.4430186450481415,0.4430186450481415,True
266791$_$6,1,1,0.5560041069984436,0.5560041069984436,True
266791$_$8,0,0,0.5775251984596252,0.5775251984596252,True
266791$_$11,2,0,0.5826901793479919,0.23320935666561127,False
266791$_$14,0,0,0.7159059643745422,0.7159059643745422,True
270254$_$23,0,0,0.7169065475463867,0.7169065475463867,True
270254$_$0,1,2,0.5702533721923828,0.19592487812042236,False
270254$_$6,2,2,0.44200029969215393,0.44200029969215393,True
270254$_$8,0,0,0.7416083216667175,0.7416083216667175,True
270254$_$11,1,2,0.5544405579566956,0.3510376214981079,False
270254$_$14,0,2,0.38594985008239746,0.31474804878234863,False
270254$_$16,0,0,0.5710723996162415,0.5710723996162415,True
272624$_$10,0,0,0.5955941677093506,0.5955941677093506,True
272624$_$13,2,0,0.592473566532135,0.24974501132965088,False
272624$_$12,0,0,0.4749014675617218,0.4749014675617218,True
272624$_$16,1,0,0.7118194103240967,0.1644333004951477,False
272624$_$18,2,1,0.4932197630405426,0.21522647142410278,False
272624$_$2,1,1,0.6446564197540283,0.6446564197540283,True
272624$_$6,0,0,0.7037655711174011,0.7037655711174011,True
272624$_$9,0,0,0.4609798192977905,0.4609798192977905,True
272624$_$8,0,0,0.7997506260871887,0.7997506260871887,True
273539$_$3,0,0,0.5941786766052246,0.5941786766052246,True
273539$_$2,1,1,0.4375605881214142,0.4375605881214142,True
273539$_$9,0,0,0.8133504390716553,0.8133504390716553,True
290546$_$3,1,0,0.592118501663208,0.12778280675411224,False
290546$_$5,0,0,0.7360737323760986,0.7360737323760986,True
290546$_$7,0,0,0.6333943009376526,0.6333943009376526,True
290546$_$6,1,2,0.46509137749671936,0.408488392829895,False
2S00zYaVrtc$_$10,0,0,0.4446357190608978,0.4446357190608978,True
2S00zYaVrtc$_$12,2,2,0.7164919376373291,0.7164919376373291,True
2S00zYaVrtc$_$20,2,2,0.7825352549552917,0.7825352549552917,True
2S00zYaVrtc$_$17,0,2,0.5069029927253723,0.12076699733734131,False
2S00zYaVrtc$_$5,2,2,0.6543541550636292,0.6543541550636292,True
2S00zYaVrtc$_$4,2,2,0.6299070715904236,0.6299070715904236,True
2Xt31_d0XEE$_$2,2,2,0.889231264591217,0.889231264591217,True
31474$_$11,0,0,0.35158205032348633,0.35158205032348633,True
31474$_$14,1,0,0.8542582392692566,0.09710594266653061,False
31474$_$0,2,2,0.561748743057251,0.561748743057251,True
31474$_$3,1,1,0.39318859577178955,0.39318859577178955,True
31474$_$6,0,0,0.8434644341468811,0.8434644341468811,True
31474$_$9,0,0,0.7901884913444519,0.7901884913444519,True
31474$_$8,1,0,0.7100160717964172,0.2548109292984009,False
32681$_$1,1,0,0.7390734553337097,0.17079128324985504,False
32681$_$3,0,0,0.4742490351200104,0.4742490351200104,True
32681$_$5,2,0,0.8486183285713196,0.07343505322933197,False
32681$_$6,0,0,0.6506384015083313,0.6506384015083313,True
33170$_$1,2,0,0.4908200204372406,0.09015835076570511,False
33170$_$3,0,0,0.7864413261413574,0.7864413261413574,True
33170$_$4,0,0,0.6234362721443176,0.6234362721443176,True
3MFNIag0wNE$_$12,0,0,0.5365651845932007,0.5365651845932007,True
3MFNIag0wNE$_$14,0,0,0.869513988494873,0.869513988494873,True
3MFNIag0wNE$_$16,0,2,0.4415419101715088,0.2871544659137726,False
3MFNIag0wNE$_$7,0,0,0.7345125079154968,0.7345125079154968,True
3V2qm0rw920$_$11,2,2,0.6171281933784485,0.6171281933784485,True
3V2qm0rw920$_$13,2,2,0.9005604386329651,0.9005604386329651,True
3V2qm0rw920$_$3,2,2,0.679551362991333,0.679551362991333,True
3j94B0pzSVs$_$12,2,2,0.7641521096229553,0.7641521096229553,True
3j94B0pzSVs$_$17,0,0,0.5592912435531616,0.5592912435531616,True
3j94B0pzSVs$_$1,1,1,0.3653682768344879,0.3653682768344879,True
3j94B0pzSVs$_$0,1,2,0.4915045201778412,0.4326614439487457,False
4cFeG2ydm9A$_$8,2,2,0.9018041491508484,0.9018041491508484,True
4dV3slGSc60$_$10,2,2,0.7627207636833191,0.7627207636833191,True
4dV3slGSc60$_$12,2,2,0.8516795039176941,0.8516795039176941,True
4dV3slGSc60$_$22,2,2,0.6843140721321106,0.6843140721321106,True
4dV3slGSc60$_$9,2,2,0.5471116304397583,0.5471116304397583,True
4dV3slGSc60$_$8,2,0,0.4764290153980255,0.43890801072120667,False
50103$_$3,0,0,0.9167559742927551,0.9167559742927551,True
5B0PQx3Ep3k$_$5,2,2,0.8166367411613464,0.8166367411613464,True
5O1W39o56gg$_$1,1,2,0.6816962361335754,0.2684269845485687,False
5O1W39o56gg$_$2,2,1,0.47747576236724854,0.32074984908103943,False
5O1W39o56gg$_$9,2,1,0.44479799270629883,0.43951019644737244,False
5i6AgQSjXO4$_$3,2,2,0.7830399870872498,0.7830399870872498,True
5i6AgQSjXO4$_$2,1,2,0.6540839076042175,0.24951718747615814,False
5i6AgQSjXO4$_$6,1,1,0.5723384022712708,0.5723384022712708,True
5kaCGzjYukM$_$0,0,0,0.5640512108802795,0.5640512108802795,True
5kaCGzjYukM$_$3,0,0,0.7992634177207947,0.7992634177207947,True
5kaCGzjYukM$_$2,0,0,0.7495906352996826,0.7495906352996826,True
5kaCGzjYukM$_$5,0,0,0.6837503910064697,0.6837503910064697,True
5kaCGzjYukM$_$7,0,0,0.7278450131416321,0.7278450131416321,True
6KvG5VbLalY$_$9,1,2,0.5346331000328064,0.2159556746482849,False
6ZA8I83x-oY$_$0,1,2,0.5542096495628357,0.3924127519130707,False
6ZA8I83x-oY$_$2,2,2,0.7126272320747375,0.7126272320747375,True
6hFiTU77Sm0$_$1,1,2,0.45164644718170166,0.39337071776390076,False
6hFiTU77Sm0$_$2,1,2,0.5290481448173523,0.27803972363471985,False
6uPGcKTpC4I$_$1,1,2,0.5680930018424988,0.1810155063867569,False
6uPGcKTpC4I$_$2,1,2,0.44997939467430115,0.19533737003803253,False
6uPGcKTpC4I$_$6,2,2,0.6392545104026794,0.6392545104026794,True
70280$_$11,0,0,0.46760591864585876,0.46760591864585876,True
70280$_$3,0,0,0.669935405254364,0.669935405254364,True
70280$_$4,1,0,0.4348984956741333,0.3018611967563629,False
70280$_$6,0,0,0.5784685611724854,0.5784685611724854,True
75RGHaxmUK8$_$3,2,2,0.7729632258415222,0.7729632258415222,True
75RGHaxmUK8$_$5,2,1,0.7138900756835938,0.23609144985675812,False
7_K3F-lAv1k$_$2,1,2,0.5997558236122131,0.18225650489330292,False
7r4vRxKLFCA$_$6,0,2,0.7942593693733215,0.08122291415929794,False
80566$_$1,1,2,0.5036295652389526,0.25889530777931213,False
80566$_$0,1,1,0.5625941157341003,0.5625941157341003,True
80566$_$3,2,1,0.37577715516090393,0.3349834382534027,False
80566$_$2,2,2,0.7647139430046082,0.7647139430046082,True
80566$_$4,2,2,0.5250681042671204,0.5250681042671204,True
80566$_$6,1,0,0.7457189559936523,0.13174505531787872,False
80855$_$11,1,1,0.6290974617004395,0.6290974617004395,True
80855$_$10,2,1,0.6769208908081055,0.14535772800445557,False
80855$_$12,1,1,0.47850993275642395,0.47850993275642395,True
80855$_$15,2,2,0.6368198990821838,0.6368198990821838,True
80855$_$17,1,0,0.8127391934394836,0.14091461896896362,False
80855$_$0,1,1,0.6459911465644836,0.6459911465644836,True
80855$_$3,1,1,0.6219750642776489,0.6219750642776489,True
80855$_$2,2,2,0.5253176093101501,0.5253176093101501,True
80855$_$7,1,0,0.6295475363731384,0.19000576436519623,False
80855$_$20,2,1,0.4971756637096405,0.24455422163009644,False
830KzUc6CbU$_$0,1,1,0.6741825938224792,0.6741825938224792,True
830KzUc6CbU$_$13,2,0,0.7001485824584961,0.0749364048242569,False
84140$_$0,2,0,0.4505048990249634,0.3729974329471588,False
84140$_$5,0,0,0.6808247566223145,0.6808247566223145,True
89835$_$1,2,2,0.6876437067985535,0.6876437067985535,True
89835$_$0,1,1,0.44826868176460266,0.44826868176460266,True
89835$_$4,0,0,0.730313777923584,0.730313777923584,True
89835$_$7,0,0,0.8548772931098938,0.8548772931098938,True
8eaYvALnJ0o$_$1,2,2,0.5881805419921875,0.5881805419921875,True
8eaYvALnJ0o$_$0,2,2,0.7988631129264832,0.7988631129264832,True
8x_nCOh6Wmc$_$6,2,2,0.6105405688285828,0.6105405688285828,True
96642$_$1,1,0,0.4330747127532959,0.3913370370864868,False
96642$_$3,2,2,0.4472300112247467,0.4472300112247467,True
96642$_$2,1,2,0.4626995027065277,0.3803848922252655,False
96642$_$4,0,0,0.8343212008476257,0.8343212008476257,True
99501$_$10,0,0,0.4696763753890991,0.4696763753890991,True
99501$_$13,0,0,0.858776867389679,0.858776867389679,True
99501$_$1,1,1,0.506121814250946,0.506121814250946,True
99501$_$0,2,1,0.767508327960968,0.1906711310148239,False
99501$_$5,0,0,0.515880286693573,0.515880286693573,True
99501$_$7,0,0,0.5914934277534485,0.5914934277534485,True
9QI-9w_VdB4$_$0,2,2,0.7113056182861328,0.7113056182861328,True
AG5EY8ZaFj4$_$3,2,2,0.5603725910186768,0.5603725910186768,True
AG5EY8ZaFj4$_$15,2,2,0.5496867299079895,0.5496867299079895,True
Arh2TKRi_mg$_$15,2,2,0.7312368750572205,0.7312368750572205,True
Arh2TKRi_mg$_$14,2,2,0.7382760047912598,0.7382760047912598,True
Arh2TKRi_mg$_$16,2,2,0.6969569325447083,0.6969569325447083,True
Arh2TKRi_mg$_$19,2,2,0.4828437268733978,0.4828437268733978,True
Arh2TKRi_mg$_$32,2,2,0.8998975157737732,0.8998975157737732,True
Arh2TKRi_mg$_$28,0,0,0.43366870284080505,0.43366870284080505,True
Arh2TKRi_mg$_$3,2,2,0.5643966794013977,0.5643966794013977,True
AxNy9TeTLq8$_$0,2,2,0.8029568195343018,0.8029568195343018,True
BSKAHXFYF_I$_$1,2,1,0.46899139881134033,0.3858579695224762,False
BSKAHXFYF_I$_$3,2,1,0.4504760205745697,0.44318464398384094,False
BSKAHXFYF_I$_$7,2,1,0.5242874026298523,0.406520277261734,False
BSKAHXFYF_I$_$8,2,1,0.4602833092212677,0.4469620883464813,False
Baz0VVQ-E9E$_$10,0,2,0.3821525275707245,0.33474960923194885,False
Baz0VVQ-E9E$_$1,1,2,0.4900952875614166,0.33153393864631653,False
Baz0VVQ-E9E$_$5,0,0,0.7144999504089355,0.7144999504089355,True
Baz0VVQ-E9E$_$7,2,2,0.7483300566673279,0.7483300566673279,True
CJGuudyvA0Y$_$4,0,2,0.5168477892875671,0.21666128933429718,False
CPjbogfLHR4$_$2,1,0,0.5393845438957214,0.23811431229114532,False
CPjbogfLHR4$_$5,2,2,0.5802896618843079,0.5802896618843079,True
DdUJojoFU_c$_$11,2,2,0.7084311842918396,0.7084311842918396,True
DdUJojoFU_c$_$15,2,2,0.7032732963562012,0.7032732963562012,True
DdUJojoFU_c$_$14,1,2,0.7331133484840393,0.22677366435527802,False
DdUJojoFU_c$_$17,2,2,0.5633387565612793,0.5633387565612793,True
DdUJojoFU_c$_$16,2,2,0.8828103542327881,0.8828103542327881,True
DdUJojoFU_c$_$2,2,2,0.800511360168457,0.800511360168457,True
DdUJojoFU_c$_$6,2,1,0.4337631165981293,0.4002563953399658,False
DdUJojoFU_c$_$8,2,2,0.5025503039360046,0.5025503039360046,True
DlbYiwOnTyk$_$1,0,2,0.6583548784255981,0.044527556747198105,False
E8MuzHUhUHk$_$15,2,2,0.8993473649024963,0.8993473649024963,True
E8MuzHUhUHk$_$14,2,2,0.8803367614746094,0.8803367614746094,True
E8MuzHUhUHk$_$16,2,2,0.8810865879058838,0.8810865879058838,True
E8MuzHUhUHk$_$2,1,2,0.6365156173706055,0.20205079019069672,False
E8MuzHUhUHk$_$9,2,2,0.7206609845161438,0.7206609845161438,True
EEjCkc82oyk$_$7,0,0,0.581514835357666,0.581514835357666,True
EEjCkc82oyk$_$9,1,2,0.4173208475112915,0.3994115889072418,False
EQxkXiWAm08$_$8,2,1,0.5442468523979187,0.3368801772594452,False
ET1cU5_A2YM$_$1,0,0,0.7258599400520325,0.7258599400520325,True
ET1cU5_A2YM$_$3,1,0,0.4776283800601959,0.35183414816856384,False
ET1cU5_A2YM$_$6,0,0,0.7114860415458679,0.7114860415458679,True
EmmuWoCUgXs$_$22,0,2,0.70011305809021,0.1438564658164978,False
EmmuWoCUgXs$_$7,0,0,0.5450888276100159,0.5450888276100159,True
Es9MkKsMsjU$_$10,0,0,0.45606836676597595,0.45606836676597595,True
Es9MkKsMsjU$_$12,0,0,0.7049448490142822,0.7049448490142822,True
Es9MkKsMsjU$_$2,0,0,0.6085690259933472,0.6085690259933472,True
Es9MkKsMsjU$_$7,0,0,0.8481276631355286,0.8481276631355286,True
Ezn3p5FWF_U$_$4,2,2,0.8551082611083984,0.8551082611083984,True
F1U26PLiXjM$_$1,2,1,0.4412757456302643,0.3890329897403717,False
F6JV-K840EY$_$2,1,0,0.40993210673332214,0.31692150235176086,False
FB_b1dm0SRY$_$10,1,0,0.5151622295379639,0.3010725677013397,False
FB_b1dm0SRY$_$0,2,1,0.5764231085777283,0.23919884860515594,False
FB_b1dm0SRY$_$6,2,2,0.7115779519081116,0.7115779519081116,True
FB_b1dm0SRY$_$9,1,2,0.4080893099308014,0.23646865785121918,False
FB_b1dm0SRY$_$8,2,2,0.7748007774353027,0.7748007774353027,True
FxxJB8hBpyQ$_$1,0,2,0.5786715149879456,0.24052254855632782,False
Fy0Uid9afM8$_$0,0,1,0.36035189032554626,0.28526484966278076,False
Fy0Uid9afM8$_$3,0,1,0.37765800952911377,0.2599121034145355,False
Fy0Uid9afM8$_$5,0,0,0.40695109963417053,0.40695109963417053,True
Fy0Uid9afM8$_$4,0,1,0.45197415351867676,0.29166024923324585,False
H1DpVwktfDQ$_$0,2,2,0.5362946391105652,0.5362946391105652,True
HGicRLwgtkM$_$1,2,2,0.5036705136299133,0.5036705136299133,True
HGicRLwgtkM$_$3,2,2,0.5012378096580505,0.5012378096580505,True
HGicRLwgtkM$_$2,2,2,0.7049810290336609,0.7049810290336609,True
HGicRLwgtkM$_$6,2,2,0.6989548802375793,0.6989548802375793,True
HmXXW45eZL4$_$1,0,0,0.4714621305465698,0.4714621305465698,True
HmXXW45eZL4$_$4,1,0,0.9214951395988464,0.061075374484062195,False
IM6HW1HwHhM$_$11,2,0,0.6188015341758728,0.15746141970157623,False
IM6HW1HwHhM$_$15,2,2,0.7799386382102966,0.7799386382102966,True
IM6HW1HwHhM$_$17,1,2,0.6287176012992859,0.30856332182884216,False
IUmxJNs2zaY$_$3,2,2,0.5868431925773621,0.5868431925773621,True
IUmxJNs2zaY$_$2,2,1,0.5795417428016663,0.27142420411109924,False
JAnRCQ9A0vI$_$1,1,2,0.6940982937812805,0.26333045959472656,False
JAnRCQ9A0vI$_$0,1,2,0.5878767967224121,0.19924314320087433,False
JAnRCQ9A0vI$_$3,2,2,0.822448194026947,0.822448194026947,True
JAnRCQ9A0vI$_$2,2,2,0.8634772300720215,0.8634772300720215,True
JAnRCQ9A0vI$_$5,1,2,0.6054680347442627,0.3379809558391571,False
JAnRCQ9A0vI$_$4,1,1,0.48455682396888733,0.48455682396888733,True
JAnRCQ9A0vI$_$8,2,2,0.7757077813148499,0.7757077813148499,True
JOK1SSmPtFw$_$10,1,2,0.4916257858276367,0.4000072777271271,False
JOK1SSmPtFw$_$13,0,2,0.6521410346031189,0.1287543922662735,False
JOK1SSmPtFw$_$14,1,1,0.4988027513027191,0.4988027513027191,True
JOK1SSmPtFw$_$16,1,1,0.46985697746276855,0.46985697746276855,True
JOK1SSmPtFw$_$0,2,2,0.8784353137016296,0.8784353137016296,True
JOK1SSmPtFw$_$5,1,2,0.49140968918800354,0.24572688341140747,False
JOK1SSmPtFw$_$4,1,2,0.46888017654418945,0.372607558965683,False
JOK1SSmPtFw$_$8,1,1,0.4591256380081177,0.4591256380081177,True
JPT38CA3sGI$_$1,2,0,0.4924311935901642,0.39883100986480713,False
JPT38CA3sGI$_$0,2,0,0.4802391827106476,0.4103226959705353,False
JPT38CA3sGI$_$5,2,0,0.5909843444824219,0.18694454431533813,False
JVpF99zuQhA$_$0,2,2,0.5631107687950134,0.5631107687950134,True
JVpF99zuQhA$_$2,1,1,0.5037550926208496,0.5037550926208496,True
JVpF99zuQhA$_$4,1,1,0.5324546694755554,0.5324546694755554,True
K0m1tO3Ybyc$_$15,1,2,0.7567699551582336,0.17600373923778534,False
K0m1tO3Ybyc$_$8,0,2,0.5981132388114929,0.19432933628559113,False
K8gp7ncdUl8$_$5,2,2,0.4239007234573364,0.4239007234573364,True
KDjl2exStlI$_$10,1,1,0.6036764979362488,0.6036764979362488,True
KDjl2exStlI$_$13,1,1,0.6012360453605652,0.6012360453605652,True
KDjl2exStlI$_$5,2,1,0.42678794264793396,0.3888084888458252,False
KDjl2exStlI$_$4,1,1,0.5455622673034668,0.5455622673034668,True
KkKWFZZmmCM$_$1,1,2,0.6784860491752625,0.17843089997768402,False
KpMCvUyQCXg$_$1,1,2,0.5537665486335754,0.36123645305633545,False
KpMCvUyQCXg$_$3,0,2,0.4582986831665039,0.15637274086475372,False
KpMCvUyQCXg$_$5,2,2,0.7294800281524658,0.7294800281524658,True
L1eFHRQGFeg$_$2,2,0,0.5741114616394043,0.3036682903766632,False
MCsvw5-7lVE$_$1,2,2,0.7198781967163086,0.7198781967163086,True
MCsvw5-7lVE$_$2,2,2,0.8097955584526062,0.8097955584526062,True
MCsvw5-7lVE$_$4,1,2,0.6724634766578674,0.17207889258861542,False
MMpo2bDk-DU$_$10,0,2,0.5846788287162781,0.209541916847229,False
MMpo2bDk-DU$_$17,0,1,0.38202688097953796,0.32924529910087585,False
MMpo2bDk-DU$_$16,0,0,0.41707146167755127,0.41707146167755127,True
MMpo2bDk-DU$_$19,2,2,0.8242265582084656,0.8242265582084656,True
MjaaudUc5-4$_$1,1,0,0.41161251068115234,0.3255370855331421,False
MjaaudUc5-4$_$0,0,2,0.5191572308540344,0.15274539589881897,False
MjaaudUc5-4$_$3,2,2,0.8053300976753235,0.8053300976753235,True
MjaaudUc5-4$_$6,2,0,0.7076654434204102,0.151129350066185,False
MoQmPA7Q07Q$_$1,2,2,0.6584124565124512,0.6584124565124512,True
MoQmPA7Q07Q$_$2,2,2,0.8512976765632629,0.8512976765632629,True
N1X63d_jgmw$_$5,2,2,0.44399380683898926,0.44399380683898926,True
N5xfBtD6rLY$_$7,2,2,0.6539602279663086,0.6539602279663086,True
NoZsdSGnNpI$_$7,1,2,0.535737931728363,0.15544112026691437,False
Nrurc5sMUOE$_$5,0,0,0.3941360414028168,0.3941360414028168,True
Nrurc5sMUOE$_$7,1,0,0.423500657081604,0.40935635566711426,False
Nrurc5sMUOE$_$8,1,0,0.40807950496673584,0.3656074106693268,False
NzvNW7vP-Co$_$5,2,2,0.7282288670539856,0.7282288670539856,True
NzvNW7vP-Co$_$4,1,0,0.4605637490749359,0.43697085976600647,False
NzvNW7vP-Co$_$7,1,0,0.5213295817375183,0.1818845421075821,False
OLP0nCKwU6k$_$6,0,1,0.46430298686027527,0.3428685665130615,False
OrYBtyO0aPI$_$1,2,1,0.4866119921207428,0.3432243764400482,False
OrYBtyO0aPI$_$4,2,2,0.49272286891937256,0.49272286891937256,True
PboaYD5hlG8$_$10,2,2,0.6676168441772461,0.6676168441772461,True
PboaYD5hlG8$_$3,2,0,0.3946280777454376,0.3344646990299225,False
PboaYD5hlG8$_$2,0,2,0.6711134910583496,0.06927851587533951,False
PboaYD5hlG8$_$7,1,2,0.49908578395843506,0.367458701133728,False
PboaYD5hlG8$_$9,1,0,0.38094010949134827,0.2742209732532501,False
PboaYD5hlG8$_$8,0,0,0.40567079186439514,0.40567079186439514,True
Pt-D0LUHDSc$_$2,2,2,0.7839335799217224,0.7839335799217224,True
PwapK9d8IGk$_$4,1,2,0.400052547454834,0.36408793926239014,False
PyQrAYl1bFs$_$0,2,2,0.7994092106819153,0.7994092106819153,True
