split,sample_id,modality,availability
train,0OC3wf9x3zQ$_$6,vision,1.0
train,0OXeN3MhFeA$_$19,text,1.0
train,0OXeN3MhFeA$_$19,audio,1.0
train,0OXeN3MhFeA$_$19,vision,1.0
train,0OXeN3MhFeA$_$18,text,1.0
train,0OXeN3MhFeA$_$18,audio,1.0
train,0OXeN3MhFeA$_$18,vision,1.0
train,0OXeN3MhFeA$_$15,text,1.0
train,0OXeN3MhFeA$_$15,audio,1.0
train,0OXeN3MhFeA$_$15,vision,1.0
train,0Svu5BldR5A$_$0,text,1.0
train,0Svu5BldR5A$_$0,audio,1.0
train,0Svu5BldR5A$_$0,vision,1.0
train,0YdYFtVdlWE$_$7,text,1.0
train,0YdYFtVdlWE$_$7,audio,1.0
train,0YdYFtVdlWE$_$7,vision,1.0
train,0YdYFtVdlWE$_$6,text,1.0
train,0YdYFtVdlWE$_$6,audio,1.0
train,0YdYFtVdlWE$_$6,vision,1.0
train,0YdYFtVdlWE$_$8,text,1.0
train,0YdYFtVdlWE$_$8,audio,1.0
train,0YdYFtVdlWE$_$8,vision,1.0
train,0YdYFtVdlWE$_$10,text,1.0
train,0YdYFtVdlWE$_$10,audio,1.0
train,0YdYFtVdlWE$_$10,vision,1.0
train,0YdYFtVdlWE$_$15,text,1.0
train,0YdYFtVdlWE$_$15,audio,1.0
train,0YdYFtVdlWE$_$15,vision,0.918918918918919
train,0YdYFtVdlWE$_$14,text,1.0
train,0YdYFtVdlWE$_$14,audio,1.0
train,0YdYFtVdlWE$_$14,vision,1.0
train,0bsTzavb-AE$_$3,text,1.0
train,0bsTzavb-AE$_$3,audio,1.0
train,0bsTzavb-AE$_$3,vision,1.0
train,0hCOCt6fWas$_$15,text,1.0
train,0hCOCt6fWas$_$15,audio,1.0
train,0hCOCt6fWas$_$15,vision,1.0
train,0hCOCt6fWas$_$2,text,1.0
train,0hCOCt6fWas$_$2,audio,1.0
train,0hCOCt6fWas$_$2,vision,1.0
train,0hCihQ5Kep0$_$3,text,1.0
train,0hCihQ5Kep0$_$3,audio,1.0
train,0hCihQ5Kep0$_$3,vision,1.0
train,0hCihQ5Kep0$_$4,text,1.0
train,0hCihQ5Kep0$_$4,audio,1.0
train,0hCihQ5Kep0$_$4,vision,1.0
train,0jtdrsmVzYQ$_$5,text,1.0
train,0jtdrsmVzYQ$_$5,audio,1.0
train,0jtdrsmVzYQ$_$5,vision,1.0
train,0mXv97u2OCM$_$7,text,1.0
train,0mXv97u2OCM$_$7,audio,1.0
train,0mXv97u2OCM$_$7,vision,1.0
train,0p9XKC_J3hU$_$2,text,1.0
train,0p9XKC_J3hU$_$2,audio,1.0
train,0p9XKC_J3hU$_$2,vision,1.0
train,0rE8jEvQW_I$_$3,text,1.0
train,0rE8jEvQW_I$_$3,audio,1.0
train,0rE8jEvQW_I$_$3,vision,1.0
train,0rE8jEvQW_I$_$4,text,1.0
train,0rE8jEvQW_I$_$4,audio,1.0
train,0rE8jEvQW_I$_$4,vision,1.0
train,0rE8jEvQW_I$_$9,text,1.0
train,0rE8jEvQW_I$_$9,audio,1.0
train,0rE8jEvQW_I$_$9,vision,1.0
train,0tkWa2skSmA$_$8,text,1.0
train,0tkWa2skSmA$_$8,audio,1.0
train,0tkWa2skSmA$_$8,vision,1.0
train,0tkWa2skSmA$_$6,text,1.0
train,0tkWa2skSmA$_$6,audio,1.0
train,0tkWa2skSmA$_$6,vision,1.0
train,100499$_$5,text,1.0
train,100499$_$5,audio,1.0
train,100499$_$5,vision,1.0
train,100499$_$4,text,1.0
train,100499$_$4,audio,1.0
train,100499$_$4,vision,1.0
train,101851$_$13,text,1.0
train,101851$_$13,audio,1.0
train,101851$_$13,vision,1.0
train,101851$_$14,text,1.0
train,101851$_$14,audio,1.0
train,101851$_$14,vision,0.125
train,101851$_$16,text,1.0
train,101851$_$16,audio,1.0
train,101851$_$16,vision,1.0
train,101851$_$0,text,1.0
train,101851$_$0,audio,1.0
train,101851$_$0,vision,0.75
train,102184$_$12,text,1.0
train,102184$_$12,audio,1.0
train,102184$_$12,vision,1.0
train,102184$_$1,text,1.0
train,102184$_$1,audio,1.0
train,102184$_$1,vision,1.0
train,102184$_$3,text,1.0
train,102184$_$3,audio,1.0
train,102184$_$3,vision,1.0
train,102184$_$7,text,1.0
train,102184$_$7,audio,1.0
train,102184$_$7,vision,1.0
train,10223$_$1,text,1.0
train,10223$_$1,audio,1.0
train,10223$_$1,vision,1.0
train,10223$_$9,text,1.0
train,10223$_$9,audio,1.0
train,10223$_$9,vision,1.0
train,106077$_$1,text,1.0
train,106077$_$1,audio,1.0
train,106077$_$1,vision,1.0
train,106077$_$2,text,1.0
train,106077$_$2,audio,1.0
train,106077$_$2,vision,1.0
train,106077$_$7,text,1.0
train,106077$_$7,audio,1.0
train,106077$_$7,vision,1.0
train,106514$_$10,text,1.0
train,106514$_$10,audio,1.0
train,106514$_$10,vision,1.0
train,106514$_$2,text,1.0
train,106514$_$2,audio,1.0
train,106514$_$2,vision,1.0
train,106514$_$9,text,1.0
train,106514$_$9,audio,1.0
train,106514$_$9,vision,1.0
train,106941$_$10,text,1.0
train,106941$_$10,audio,1.0
train,106941$_$10,vision,1.0
train,106941$_$12,text,1.0
train,106941$_$12,audio,1.0
train,106941$_$12,vision,1.0
train,106941$_$3,text,1.0
train,106941$_$3,audio,1.0
train,106941$_$3,vision,1.0
train,106941$_$2,text,1.0
train,106941$_$2,audio,1.0
train,106941$_$2,vision,1.0
train,106941$_$7,text,1.0
train,106941$_$7,audio,1.0
train,106941$_$7,vision,1.0
train,106941$_$9,text,1.0
train,106941$_$9,audio,1.0
train,106941$_$9,vision,1.0
train,106941$_$8,text,1.0
train,106941$_$8,audio,1.0
train,106941$_$8,vision,1.0
train,107551$_$1,text,1.0
train,107551$_$1,audio,1.0
train,107551$_$1,vision,1.0
train,107551$_$3,text,1.0
train,107551$_$3,audio,1.0
train,107551$_$3,vision,1.0
train,107551$_$5,text,1.0
train,107551$_$5,audio,1.0
train,107551$_$5,vision,1.0
train,107551$_$6,text,1.0
train,107551$_$6,audio,1.0
train,107551$_$6,vision,1.0
train,108793$_$10,text,1.0
train,108793$_$10,audio,1.0
train,108793$_$10,vision,1.0
train,108793$_$17,text,1.0
train,108793$_$17,audio,1.0
train,108793$_$17,vision,0.47619047619047616
train,108793$_$1,text,1.0
train,108793$_$1,audio,1.0
train,108793$_$1,vision,1.0
train,108793$_$0,text,1.0
train,108793$_$0,audio,1.0
train,108793$_$0,vision,1.0
train,108793$_$8,text,1.0
train,108793$_$8,audio,1.0
train,108793$_$8,vision,1.0
train,110203$_$2,text,1.0
train,110203$_$2,audio,1.0
train,110203$_$2,vision,0.3541666666666667
train,110203$_$7,text,1.0
train,110203$_$7,audio,1.0
train,110203$_$7,vision,0.23076923076923078
train,110754$_$3,text,1.0
train,110754$_$3,audio,1.0
train,110754$_$3,vision,0.8695652173913043
train,110754$_$2,text,1.0
train,110754$_$2,audio,1.0
train,110754$_$2,vision,0.6086956521739131
train,110766$_$8,text,1.0
train,110766$_$8,audio,1.0
train,110766$_$8,vision,1.0
train,110788$_$0,text,1.0
train,110788$_$0,audio,1.0
train,110788$_$0,vision,1.0
train,110788$_$5,text,1.0
train,110788$_$5,audio,1.0
train,110788$_$5,vision,1.0
train,112148$_$12,text,1.0
train,112148$_$12,audio,1.0
train,112148$_$12,vision,1.0
train,112148$_$5,text,1.0
train,112148$_$5,audio,1.0
train,112148$_$5,vision,1.0
train,112148$_$4,text,1.0
train,112148$_$4,audio,1.0
train,112148$_$4,vision,1.0
train,112148$_$7,text,1.0
train,112148$_$7,audio,1.0
train,112148$_$7,vision,1.0
train,112169$_$7,text,1.0
train,112169$_$7,audio,1.0
train,112169$_$7,vision,1.0
train,112604$_$1,text,1.0
train,112604$_$1,audio,1.0
train,112604$_$1,vision,1.0
train,112631$_$1,text,1.0
train,112631$_$1,audio,1.0
train,112631$_$1,vision,1.0
train,112631$_$6,text,1.0
train,112631$_$6,audio,1.0
train,112631$_$6,vision,1.0
train,112903$_$0,text,1.0
train,112903$_$0,audio,1.0
train,112903$_$0,vision,1.0
train,112903$_$3,text,1.0
train,112903$_$3,audio,1.0
train,112903$_$3,vision,1.0
train,112903$_$6,text,1.0
train,112903$_$6,audio,1.0
train,112903$_$6,vision,1.0
train,113265$_$3,text,1.0
train,113265$_$3,audio,1.0
train,113265$_$3,vision,1.0
train,113265$_$4,text,1.0
train,113265$_$4,audio,1.0
train,113265$_$4,vision,1.0
train,114624$_$11,text,1.0
train,114624$_$11,audio,1.0
train,114624$_$11,vision,1.0
train,114624$_$6,text,1.0
train,114624$_$6,audio,1.0
train,114624$_$6,vision,1.0
train,114624$_$8,text,1.0
train,114624$_$8,audio,1.0
train,114624$_$8,vision,1.0
train,11650$_$0,text,1.0
train,11650$_$0,audio,1.0
train,11650$_$0,vision,1.0
train,11650$_$3,text,1.0
train,11650$_$3,audio,1.0
train,11650$_$3,vision,1.0
train,11650$_$4,text,1.0
train,11650$_$4,audio,1.0
train,11650$_$4,vision,1.0
train,11650$_$13,text,1.0
train,11650$_$13,audio,1.0
train,11650$_$13,vision,1.0
train,11650$_$18,text,1.0
train,11650$_$18,audio,1.0
train,11650$_$18,vision,1.0
train,119348$_$11,text,1.0
train,119348$_$11,audio,1.0
train,119348$_$11,vision,1.0
train,119348$_$3,text,1.0
train,119348$_$3,audio,1.0
train,119348$_$3,vision,1.0
train,119348$_$2,text,1.0
train,119348$_$2,audio,1.0
train,119348$_$2,vision,0.4
train,120vnZnmhq4$_$2,text,1.0
train,120vnZnmhq4$_$2,audio,1.0
train,120vnZnmhq4$_$2,vision,1.0
train,121358$_$1,text,1.0
train,121358$_$1,audio,1.0
train,121358$_$1,vision,1.0
train,121358$_$4,text,1.0
train,121358$_$4,audio,1.0
train,121358$_$4,vision,1.0
train,121358$_$10,text,1.0
train,121358$_$10,audio,1.0
train,121358$_$10,vision,1.0
train,121358$_$13,text,1.0
train,121358$_$13,audio,1.0
train,121358$_$13,vision,1.0
train,121358$_$15,text,1.0
train,121358$_$15,audio,1.0
train,121358$_$15,vision,1.0
train,121358$_$14,text,1.0
train,121358$_$14,audio,1.0
train,121358$_$14,vision,1.0
train,122439$_$4,text,1.0
train,122439$_$4,audio,1.0
train,122439$_$4,vision,1.0
train,122602$_$12,text,1.0
train,122602$_$12,audio,1.0
train,122602$_$12,vision,1.0
train,122602$_$15,text,1.0
train,122602$_$15,audio,1.0
train,122602$_$15,vision,1.0
train,122602$_$0,text,1.0
train,122602$_$0,audio,1.0
train,122602$_$0,vision,1.0
train,122602$_$4,text,1.0
train,122602$_$4,audio,1.0
train,122602$_$4,vision,1.0
train,122842$_$1,text,1.0
train,122842$_$1,audio,1.0
train,122842$_$1,vision,0.0
train,122842$_$6,text,1.0
train,122842$_$6,audio,1.0
train,122842$_$6,vision,1.0
train,125730$_$12,text,1.0
train,125730$_$12,audio,1.0
train,125730$_$12,vision,1.0
train,125730$_$1,text,1.0
train,125730$_$1,audio,1.0
train,125730$_$1,vision,1.0
train,125730$_$0,text,1.0
train,125730$_$0,audio,1.0
train,125730$_$0,vision,1.0
train,125730$_$2,text,1.0
train,125730$_$2,audio,1.0
train,125730$_$2,vision,1.0
train,125730$_$8,text,1.0
train,125730$_$8,audio,1.0
train,125730$_$8,vision,1.0
train,125845$_$1,text,1.0
train,125845$_$1,audio,1.0
train,125845$_$1,vision,1.0
train,125845$_$3,text,1.0
train,125845$_$3,audio,1.0
train,125845$_$3,vision,1.0
train,125845$_$5,text,1.0
train,125845$_$5,audio,1.0
train,125845$_$5,vision,1.0
train,126542$_$11,text,1.0
train,126542$_$11,audio,1.0
train,126542$_$11,vision,1.0
train,126542$_$12,text,1.0
train,126542$_$12,audio,1.0
train,126542$_$12,vision,1.0
train,126542$_$17,text,1.0
train,126542$_$17,audio,1.0
train,126542$_$17,vision,1.0
train,126542$_$16,text,1.0
train,126542$_$16,audio,1.0
train,126542$_$16,vision,1.0
train,126542$_$3,text,1.0
train,126542$_$3,audio,1.0
train,126542$_$3,vision,1.0
train,126831$_$10,text,1.0
train,126831$_$10,audio,1.0
train,126831$_$10,vision,1.0
train,126831$_$3,text,1.0
train,126831$_$3,audio,1.0
train,126831$_$3,vision,1.0
train,127470$_$5,text,1.0
train,127470$_$5,audio,1.0
train,127470$_$5,vision,1.0
train,127470$_$6,text,1.0
train,127470$_$6,audio,1.0
train,127470$_$6,vision,1.0
train,127539$_$5,text,1.0
train,127539$_$5,audio,1.0
train,127539$_$5,vision,1.0
train,127539$_$7,text,1.0
train,127539$_$7,audio,1.0
train,127539$_$7,vision,1.0
train,127539$_$6,text,1.0
train,127539$_$6,audio,1.0
train,127539$_$6,vision,1.0
train,127539$_$9,text,1.0
train,127539$_$9,audio,1.0
train,127539$_$9,vision,1.0
train,127539$_$8,text,1.0
train,127539$_$8,audio,1.0
train,127539$_$8,vision,1.0
train,12812$_$3,text,1.0
train,12812$_$3,audio,1.0
train,12812$_$3,vision,1.0
train,12812$_$6,text,1.0
train,12812$_$6,audio,1.0
train,12812$_$6,vision,1.0
train,128258$_$13,text,1.0
train,128258$_$13,audio,1.0
train,128258$_$13,vision,1.0
train,128258$_$1,text,1.0
train,128258$_$1,audio,1.0
train,128258$_$1,vision,1.0
train,128752$_$15,text,1.0
train,128752$_$15,audio,1.0
train,128752$_$15,vision,1.0
train,128752$_$16,text,1.0
train,128752$_$16,audio,1.0
train,128752$_$16,vision,1.0
train,128752$_$3,text,1.0
train,128752$_$3,audio,1.0
train,128752$_$3,vision,1.0
train,128752$_$7,text,1.0
train,128752$_$7,audio,1.0
train,128752$_$7,vision,1.0
train,128752$_$9,text,1.0
train,128752$_$9,audio,1.0
train,128752$_$9,vision,1.0
train,128949$_$2,text,1.0
train,128949$_$2,audio,1.0
train,128949$_$2,vision,1.0
train,129733$_$7,text,1.0
train,129733$_$7,audio,1.0
train,129733$_$7,vision,1.0
train,130149$_$3,text,1.0
train,130149$_$3,audio,1.0
train,130149$_$3,vision,1.0
train,130149$_$6,text,1.0
train,130149$_$6,audio,1.0
train,130149$_$6,vision,1.0
train,130426$_$0,text,1.0
train,130426$_$0,audio,1.0
train,130426$_$0,vision,1.0
train,130426$_$6,text,1.0
train,130426$_$6,audio,1.0
train,130426$_$6,vision,1.0
train,130633$_$5,text,1.0
train,130633$_$5,audio,1.0
train,130633$_$5,vision,1.0
train,130633$_$7,text,1.0
train,130633$_$7,audio,1.0
train,130633$_$7,vision,1.0
train,131650$_$1,text,1.0
train,131650$_$1,audio,1.0
train,131650$_$1,vision,1.0
train,131650$_$0,text,1.0
train,131650$_$0,audio,1.0
train,131650$_$0,vision,1.0
train,131650$_$3,text,1.0
train,131650$_$3,audio,1.0
train,131650$_$3,vision,1.0
train,131650$_$9,text,1.0
train,131650$_$9,audio,1.0
train,131650$_$9,vision,1.0
train,131871$_$1,text,1.0
train,131871$_$1,audio,1.0
train,131871$_$1,vision,1.0
train,131936$_$2,text,1.0
train,131936$_$2,audio,1.0
train,131936$_$2,vision,1.0
train,131936$_$4,text,1.0
train,131936$_$4,audio,1.0
train,131936$_$4,vision,1.0
train,134252$_$1,text,1.0
train,134252$_$1,audio,1.0
train,134252$_$1,vision,0.8947368421052632
train,134252$_$0,text,1.0
train,134252$_$0,audio,1.0
train,134252$_$0,vision,1.0
train,136205$_$12,text,1.0
train,136205$_$12,audio,1.0
train,136205$_$12,vision,1.0
train,136205$_$0,text,1.0
train,136205$_$0,audio,1.0
train,136205$_$0,vision,1.0
train,136205$_$6,text,1.0
train,136205$_$6,audio,1.0
train,136205$_$6,vision,1.0
train,136211$_$3,text,1.0
train,136211$_$3,audio,1.0
train,136211$_$3,vision,1.0
train,136211$_$2,text,1.0
train,136211$_$2,audio,1.0
train,136211$_$2,vision,1.0
train,137827$_$1,text,1.0
train,137827$_$1,audio,1.0
train,137827$_$1,vision,1.0
train,137827$_$2,text,1.0
train,137827$_$2,audio,1.0
train,137827$_$2,vision,1.0
train,137827$_$4,text,1.0
train,137827$_$4,audio,1.0
train,137827$_$4,vision,1.0
train,139006$_$12,text,1.0
train,139006$_$12,audio,1.0
train,139006$_$12,vision,1.0
train,139006$_$3,text,1.0
train,139006$_$3,audio,1.0
train,139006$_$3,vision,1.0
train,139032$_$16,text,1.0
train,139032$_$16,audio,1.0
train,139032$_$16,vision,1.0
train,139032$_$3,text,1.0
train,139032$_$3,audio,1.0
train,139032$_$3,vision,1.0
train,13JpsLvddoY$_$8,text,1.0
train,13JpsLvddoY$_$8,audio,1.0
train,13JpsLvddoY$_$8,vision,1.0
train,13JpsLvddoY$_$7,text,1.0
train,13JpsLvddoY$_$7,audio,1.0
train,13JpsLvddoY$_$7,vision,1.0
train,140293$_$0,text,1.0
train,140293$_$0,audio,1.0
train,140293$_$0,vision,0.9444444444444444
train,140317$_$5,text,1.0
train,140317$_$5,audio,1.0
train,140317$_$5,vision,0.0
train,140317$_$7,text,1.0
train,140317$_$7,audio,1.0
train,140317$_$7,vision,1.0
train,154449$_$2,text,1.0
train,154449$_$2,audio,1.0
train,154449$_$2,vision,1.0
train,154449$_$4,text,1.0
train,154449$_$4,audio,1.0
train,154449$_$4,vision,1.0
train,154449$_$6,text,1.0
train,154449$_$6,audio,1.0
train,154449$_$6,vision,1.0
train,154449$_$8,text,1.0
train,154449$_$8,audio,1.0
train,154449$_$8,vision,1.0
train,15837$_$1,text,1.0
train,15837$_$1,audio,1.0
train,15837$_$1,vision,1.0
train,15837$_$9,text,1.0
train,15837$_$9,audio,1.0
train,15837$_$9,vision,0.2894736842105263
train,15Wu4U2VPLw$_$2,text,1.0
train,15Wu4U2VPLw$_$2,audio,1.0
train,15Wu4U2VPLw$_$2,vision,1.0
train,15Wu4U2VPLw$_$4,text,1.0
train,15Wu4U2VPLw$_$4,audio,1.0
train,15Wu4U2VPLw$_$4,vision,0.9259259259259259
train,15Wu4U2VPLw$_$6,text,1.0
train,15Wu4U2VPLw$_$6,audio,1.0
train,15Wu4U2VPLw$_$6,vision,0.0
train,15ktF-6wutk$_$4,text,1.0
train,15ktF-6wutk$_$4,audio,1.0
train,15ktF-6wutk$_$4,vision,0.17647058823529413
train,180923$_$14,text,1.0
train,180923$_$14,audio,1.0
train,180923$_$14,vision,1.0
train,180923$_$5,text,1.0
train,180923$_$5,audio,1.0
train,180923$_$5,vision,1.0
train,180923$_$4,text,1.0
train,180923$_$4,audio,1.0
train,180923$_$4,vision,1.0
train,180923$_$6,text,1.0
train,180923$_$6,audio,1.0
train,180923$_$6,vision,1.0
train,184784$_$6,text,1.0
train,184784$_$6,audio,1.0
train,184784$_$6,vision,0.9047619047619048
train,186631$_$10,text,1.0
train,186631$_$10,audio,1.0
train,186631$_$10,vision,1.0
train,186631$_$6,text,1.0
train,186631$_$6,audio,1.0
train,186631$_$6,vision,1.0
train,188122$_$12,text,1.0
train,188122$_$12,audio,1.0
train,188122$_$12,vision,1.0
train,188122$_$16,text,1.0
train,188122$_$16,audio,1.0
train,188122$_$16,vision,0.47368421052631576
train,188122$_$9,text,1.0
train,188122$_$9,audio,1.0
train,188122$_$9,vision,1.0
train,189966$_$21,text,1.0
train,189966$_$21,audio,1.0
train,189966$_$21,vision,1.0
train,189966$_$22,text,1.0
train,189966$_$22,audio,1.0
train,189966$_$22,vision,1.0
train,189966$_$2,text,1.0
train,189966$_$2,audio,1.0
train,189966$_$2,vision,1.0
train,189966$_$4,text,1.0
train,189966$_$4,audio,1.0
train,189966$_$4,vision,1.0
train,189966$_$6,text,1.0
train,189966$_$6,audio,1.0
train,189966$_$6,vision,1.0
train,189966$_$12,text,1.0
train,189966$_$12,audio,1.0
train,189966$_$12,vision,1.0
train,189966$_$14,text,1.0
train,189966$_$14,audio,1.0
train,189966$_$14,vision,1.0
train,189966$_$16,text,1.0
train,189966$_$16,audio,1.0
train,189966$_$16,vision,1.0
train,189966$_$19,text,1.0
train,189966$_$19,audio,1.0
train,189966$_$19,vision,1.0
train,18JTkk8JbeU$_$6,text,1.0
train,18JTkk8JbeU$_$6,audio,1.0
train,18JTkk8JbeU$_$6,vision,1.0
train,18QjfdhJEM4$_$14,text,1.0
train,18QjfdhJEM4$_$14,audio,1.0
train,18QjfdhJEM4$_$14,vision,1.0
train,18QjfdhJEM4$_$17,text,1.0
train,18QjfdhJEM4$_$17,audio,1.0
train,18QjfdhJEM4$_$17,vision,1.0
train,18QjfdhJEM4$_$23,text,1.0
train,18QjfdhJEM4$_$23,audio,1.0
train,18QjfdhJEM4$_$23,vision,0.8571428571428571
train,18QjfdhJEM4$_$4,text,1.0
train,18QjfdhJEM4$_$4,audio,1.0
train,18QjfdhJEM4$_$4,vision,1.0
train,190740$_$2,text,1.0
train,190740$_$2,audio,1.0
train,190740$_$2,vision,1.0
train,190740$_$4,text,1.0
train,190740$_$4,audio,1.0
train,190740$_$4,vision,1.0
train,190740$_$7,text,1.0
train,190740$_$7,audio,1.0
train,190740$_$7,vision,1.0
train,190740$_$6,text,1.0
train,190740$_$6,audio,1.0
train,190740$_$6,vision,1.0
train,192799$_$10,text,1.0
train,192799$_$10,audio,1.0
train,192799$_$10,vision,1.0
train,192799$_$17,text,1.0
train,192799$_$17,audio,1.0
train,192799$_$17,vision,1.0
train,192799$_$7,text,1.0
train,192799$_$7,audio,1.0
train,192799$_$7,vision,1.0
train,192799$_$8,text,1.0
